CAS,C,H,O,N,S,F,Cl,Br,I,Si
2303-17-5,10,16,1,1,1,0,3,0,0,0
23086-43-3,12,16,0,0,0,0,0,0,0,0
2310-17-0,12,15,4,1,2,0,1,0,0,0
23103-98-2,11,18,2,4,0,0,0,0,0,0
2311-46-8,9,18,2,0,0,0,0,0,0,0
23135-22-0,7,13,3,3,1,0,0,0,0,0
2313-65-7,7,16,1,0,0,0,0,0,0,0
2314-48-9,3,6,0,0,3,0,0,0,0,0
23155-02-4,,,,,,,,,,
2315-68-6,10,12,2,0,0,0,0,0,0,0
23163-06-6,,,,,,,,,,
2323-36-6,,,,,,,,,,
233-02-3,12,8,0,0,1,0,0,0,0,0
23305-64-8,,,,,,,,,,
2338-25-2,8,3,0,2,0,3,2,0,0,0
234-41-3,12,8,0,0,1,0,0,0,0,0
23443-10-9,,,,,,,,,,
2345-27-9,14,28,1,0,0,0,0,0,0,0
2345-28-0,15,30,1,0,0,0,0,0,0,0
2345-34-8,9,8,4,0,0,0,0,0,0,0
2349-13-5,11,22,2,0,0,0,0,0,0,0
23580-52-1,9,13,0,1,0,0,0,0,0,0
23597-82-2,12,17,2,1,0,0,0,0,0,0
23617-71-2,10,12,2,0,0,0,0,0,0,0
2363-71-5,21,42,2,0,0,0,0,0,0,0
23654-30-0,,,,,,,,,,
2365-48-2,3,6,2,0,1,0,0,0,0,0
2370-63-0,8,14,3,0,0,0,0,0,0,0
23708-56-7,11,24,1,0,0,0,0,0,0,0
2371-19-9,8,16,1,0,0,0,0,0,0,0
2373-84-4,9,12,3,2,0,0,0,0,0,0
23749-65-7,,,,,,,,,,
23786-13-2,,,,,,,,,,
2381-21-7,17,12,0,0,0,0,0,0,0,0
2385-85-5,10,0,0,0,0,0,12,0,0,0
2387-78-2,15,24,0,0,0,0,0,0,0,0
238-84-6,17,12,0,0,0,0,0,0,0,0
239-35-0,16,10,0,0,1,0,0,0,0,0
23947-60-6,11,19,1,3,0,0,0,0,0,0
2395-96-2,15,12,1,0,0,0,0,0,0,0
2395-97-3,16,14,2,0,0,0,0,0,0,0
2396-61-4,,,,,,,,,,
23978-09-8,18,36,6,2,0,0,0,0,0,0
2398-37-0,7,7,1,0,0,0,0,1,0,0
2403-22-7,11,17,0,1,0,0,0,0,0,0
2404-35-5,7,13,0,0,0,0,0,1,0,0
2408-20-0,6,10,2,0,0,0,0,0,0,0
2409-55-4,11,16,1,0,0,0,0,0,0,0
2411-36-1,21,45,0,1,0,0,0,0,0,0
2412-80-8,7,14,2,0,0,0,0,0,0,0
2416-94-6,9,12,1,0,0,0,0,0,0,0
24219-97-4,18,20,0,2,0,0,0,0,0,0
2422-79-9,19,14,0,0,0,0,0,0,0,0
2423-71-4,8,9,3,1,0,0,0,0,0,0
2425-54-9,14,29,0,0,0,0,1,0,0,0
24262-66-6,10,10,4,0,0,0,0,0,0,0
24295-03-2,5,5,1,1,1,0,0,0,0,0
2431-50-7,,,,,,,,,,
243-17-4,17,12,0,0,0,0,0,0,0,0
2432-51-1,5,10,1,0,1,0,0,0,0,0
2433-96-7,23,46,2,0,0,0,0,0,0,0
24342-03-8,8,14,2,0,0,0,0,0,0,0
2436-93-3,11,11,0,1,0,0,0,0,0,0
2437-25-4,12,23,0,1,0,0,0,0,0,0
2437-56-1,13,26,0,0,0,0,0,0,0,0
2437-79-8,12,6,0,0,0,0,4,0,0,0
2438-72-4,,,,,,,,,,
2440-40-6,3,1,0,0,0,0,1,0,0,0
2440-42-8,2,1,0,0,0,0,0,0,1,0
2444-46-4,,,,,,,,,,
2445-67-2,9,18,2,0,0,0,0,0,0,0
2445-72-9,9,18,2,0,0,0,0,0,0,0
2445-76-3,9,18,2,0,0,0,0,0,0,0
2446-69-7,12,18,1,0,0,0,0,0,0,0
2447-57-6,,,,,,,,,,
2449-56-5,,,,,,,,,,
2453-46-5,7,13,0,0,0,0,1,0,0,0
2459-24-7,12,10,2,0,0,0,0,0,0,0
2459-25-8,12,10,2,0,0,0,0,0,0,0
24624-05-3,,,,,,,,,,
24680-50-0,10,10,2,0,0,0,0,0,0,0
24703-35-3,15,24,0,0,0,0,0,0,0,0
2473-01-0,9,19,0,0,0,0,1,0,0,0
24768-42-1,9,20,0,0,1,0,0,0,0,0
24768-46-5,10,22,0,0,1,0,0,0,0,0
24807-55-4,2,2,2,4,0,0,0,0,0,0
24840-05-9,,,,,,,,,,
24851-98-7,13,22,3,0,0,0,0,0,0,0
2497-18-9,8,14,2,0,0,0,0,0,0,0
2498-66-0,18,10,2,0,0,0,0,0,0,0
2498-77-3,19,14,0,0,0,0,0,0,0,0
2499-58-3,10,18,2,0,0,0,0,0,0,0
2499-59-4,11,20,2,0,0,0,0,0,0,0
2499-95-8,9,16,2,0,0,0,0,0,0,0
2504-18-9,,,,,,,,,,
25081-39-4,10,12,2,0,0,0,0,0,0,0
2508-29-4,5,13,1,1,0,0,0,0,0,0
25152-84-5,10,16,1,0,0,0,0,0,0,0
25152-87-8,,,,,,,,,,
2516-33-8,4,8,1,0,0,0,0,0,0,0
2516-96-3,7,4,4,1,0,0,1,0,0,0
2517-43-3,5,12,2,0,0,0,0,0,0,0
25186-96-3,,,,,,,,,,
2523-37-7,14,12,0,0,0,0,0,0,0,0
25246-27-9,15,24,0,0,0,0,0,0,0,0
2525-62-4,7,13,1,1,0,0,0,0,0,0
2528-38-3,15,33,4,0,0,0,0,0,0,0
2530-26-9,5,4,2,2,0,0,0,0,0,0
25309-64-2,8,9,0,0,0,0,0,0,1,0
25310-24-1,,,,,,,,,,
25311-71-1,15,24,4,1,1,0,0,0,0,0
2531-84-2,15,12,0,0,0,0,0,0,0,0
2532-58-3,7,14,0,0,0,0,0,0,0,0
25339-17-7,,,,,,,,,,
2534-77-2,7,11,0,0,0,0,0,1,0,0
253-52-1,8,6,0,2,0,0,0,0,0,0
25366-23-8,,,,,,,,,,
253-66-7,8,6,0,2,0,0,0,0,0,0
253-82-7,8,6,0,2,0,0,0,0,0,0
25403-09-7,,,,,,,,,,
25413-64-3,7,16,1,2,0,0,0,0,0,0
25415-62-7,10,20,2,0,0,0,0,0,0,0
25415-67-2,8,16,2,0,0,0,0,0,0,0
25415-68-3,,,,,,,,,,
25415-71-8,11,22,2,0,0,0,0,0,0,0
25415-72-9,,,,,,,,,,
25415-76-3,0,0,0,0,0,0,0,0,0,0
25415-77-4,9,16,2,0,0,0,0,0,0,0
25415-84-3,12,24,2,0,0,0,0,0,0,0
2541-69-7,19,14,0,0,0,0,0,0,0,0
25451-15-4,11,14,4,2,0,0,0,0,0,0
254-79-5,8,6,0,2,0,0,0,0,0,0
25485-88-5,,,,,,,,,,
2548-87-0,8,14,1,0,0,0,0,0,0,0
2550-21-2,7,14,1,0,0,0,0,0,0,0
2550-26-7,10,12,1,0,0,0,0,0,0,0
25532-79-0,15,24,0,0,0,0,0,0,0,0
2554-85-0,,,,,,,,,,
25569-80-6,12,8,0,0,0,0,2,0,0,0
255730-18-8,,,,,,,,,,
2568-33-4,5,12,2,0,0,0,0,0,0,0
2568-89-0,7,16,2,0,0,0,0,0,0,0
2568-90-3,9,20,2,0,0,0,0,0,0,0
2568-91-4,9,20,2,0,0,0,0,0,0,0
2568-92-5,9,20,2,0,0,0,0,0,0,0
2568-96-9,5,10,2,0,0,0,0,0,0,0
25812-30-0,15,22,3,0,0,0,0,0,0,0
2581-34-2,7,7,3,1,0,0,0,0,0,0
2589-71-1,11,14,2,0,0,0,0,0,0,0
25961-91-5,11,24,4,0,0,0,0,0,0,0
25990-60-7,5,10,5,0,0,0,0,0,0,0
260-94-6,13,9,0,1,0,0,0,0,0,0
2609-46-3,,,,,,,,,,
26158-99-6,7,16,0,0,1,0,0,0,0,0
26159-35-3,15,16,3,0,0,0,0,0,0,0
26159-36-4,,,,,,,,,,
26171-23-3,15,15,3,1,0,0,0,0,0,0
262-12-4,12,8,2,0,0,0,0,0,0,0
26225-79-6,13,18,5,0,1,0,0,0,0,0
26232-98-4,7,14,0,0,0,0,0,0,0,0
2623-50-9,11,11,0,1,0,0,0,0,0,0
26259-45-0,10,19,1,5,0,0,0,0,0,0
26288-16-4,10,19,0,0,0,3,0,0,0,0
2639-63-6,10,20,2,0,0,0,0,0,0,0
26399-36-0,14,16,4,3,0,3,0,0,0,0
26538-44-3,18,26,5,0,0,0,0,0,0,0
26545-51-7,,,,,,,,,,
26560-14-5,15,24,0,0,0,0,0,0,0,0
26600-37-3,,,,,,,,,,
26621-45-4,3,4,2,4,0,0,0,0,0,0
2664-55-3,12,22,2,0,0,0,0,0,0,0
26825-83-2,17,35,0,0,0,0,0,0,1,0
26839-75-8,,,,,,,,,,
268-77-9,12,8,0,0,1,0,0,0,0,0
2691-41-0,4,8,8,8,0,0,0,0,0,0
26952-21-6,,,,,,,,,,
2696-43-7,13,24,2,0,0,0,0,0,0,0
2696-84-6,9,13,0,1,0,0,0,0,0,0
2702-58-1,8,6,6,2,0,0,0,0,0,0
271-58-9,7,5,1,1,0,0,0,0,0,0
271-63-6,7,6,0,2,0,0,0,0,0,0
2717-42-2,13,14,0,0,0,0,0,0,0,0
271-89-6,8,6,1,0,0,0,0,0,0,0
27203-92-5,16,25,2,1,0,0,0,0,0,0
2721-23-5,,,,,,,,,,
2724-58-5,18,36,2,0,0,0,0,0,0,0
273-53-0,7,5,1,1,0,0,0,0,0,0
2738-19-4,7,14,0,0,0,0,0,0,0,0
274-09-9,7,6,2,0,0,0,0,0,0,0
27458-93-1,,,,,,,,,,
2747-17-3,,,,,,,,,,
27522-11-8,7,16,1,0,0,0,0,0,0,0
27522-25-4,,,,,,,,,,
275-51-4,10,8,0,0,0,0,0,0,0,0
27554-26-3,24,38,4,0,0,0,0,0,0,0
2758-18-1,6,8,1,0,0,0,0,0,0,0
27589-33-9,,,,,,,,,,
27607-33-6,,,,,,,,,,
27625-35-0,10,20,2,0,0,0,0,0,0,0
2765-18-6,13,14,0,0,0,0,0,0,0,0
27653-63-0,,,,,,,,,,
27674-74-4,12,18,1,0,0,0,0,0,0,0
27816-23-5,,,,,,,,,,
27817-67-0,6,12,0,0,1,0,0,0,0,0
2785-87-7,10,14,2,0,0,0,0,0,0,0
27864-13-7,,,,,,,,,,
279-23-2,7,12,0,0,0,0,0,0,0,0
2807-30-9,5,12,2,0,0,0,0,0,0,0
2808-80-2,8,14,0,0,0,0,0,0,0,0
2809-67-8,8,14,0,0,0,0,0,0,0,0
281-23-2,10,16,0,0,0,0,0,0,0,0
28159-98-0,11,19,0,5,1,0,0,0,0,0
28169-46-2,,,,,,,,,,
28177-48-2,6,4,1,0,0,2,0,0,0,0
2819-86-5,,,,,,,,,,
2821-90-1,,,,,,,,,,
2825-83-4,10,16,0,0,0,0,0,0,0,0
28267-29-0,15,30,2,0,0,0,0,0,0,0
28290-20-2,,,,,,,,,,
2835-95-2,,,,,,,,,,
28387-44-2,14,22,0,0,0,0,0,0,0,0
28395-03-1,,,,,,,,,,
2845-89-8,7,7,1,0,0,0,1,0,0,0
28469-92-3,8,6,0,0,0,0,2,0,0,0
28470-47-5,,,,,,,,,,
2847-72-5,11,24,0,0,0,0,0,0,0,0
28477-64-7,15,24,0,0,0,0,0,0,0,0
2849-98-1,9,16,2,0,0,0,0,0,0,0
28553-12-0,26,42,4,0,0,0,0,0,0,0
2859-68-9,8,11,1,1,0,0,0,0,0,0
286-16-8,,,,,,,,,,
28657-80-9,,,,,,,,,,
2868-37-3,5,8,2,0,0,0,0,0,0,0
2869-34-3,13,29,0,1,0,0,0,0,0,0
2876-53-1,16,20,0,0,0,0,0,0,0,0
287-92-3,5,10,0,0,0,0,0,0,0,0
288-13-1,3,4,0,2,0,0,0,0,0,0
288-32-4,3,4,0,2,0,0,0,0,0,0
288-47-1,3,3,0,1,1,0,0,0,0,0
2887-61-8,,,,,,,,,,
288-88-0,2,3,0,3,0,0,0,0,0,0
288-94-8,1,2,0,4,0,0,0,0,0,0
28911-01-5,17,12,0,4,0,0,2,0,0,0
28914-23-0,,,,,,,,,,
28973-97-9,15,24,0,0,0,0,0,0,0,0
289-80-5,4,4,0,2,0,0,0,0,0,0
28981-97-7,17,13,0,4,0,0,1,0,0,0
28994-41-4,13,12,1,0,0,0,0,0,0,0
289-95-2,4,4,0,2,0,0,0,0,0,0
290-37-9,4,4,0,2,0,0,0,0,0,0
2905-54-6,,,,,,,,,,
2905-67-1,8,6,2,0,0,0,2,0,0,0
2905-68-2,,,,,,,,,,
2905-69-3,,,,,,,,,,
29082-74-4,8,0,0,0,0,0,8,0,0,0
29122-68-7,14,22,3,2,0,0,0,0,0,0
2915-72-2,19,30,2,0,0,0,0,0,0,0
2916-31-6,5,10,2,0,0,0,0,0,0,0
291-64-5,7,14,0,0,0,0,0,0,0,0
2919-23-5,4,8,1,0,0,0,0,0,0,0
2921-88-2,9,11,3,1,1,0,3,0,0,0
2922-51-2,17,34,1,0,0,0,0,0,0,0
292-64-8,8,16,0,0,0,0,0,0,0,0
29316-05-0,11,16,0,0,0,0,0,0,0,0
2933-94-0,13,21,2,1,0,0,0,0,0,0
29350-67-2,,,,,,,,,,
293-55-0,9,18,0,0,0,0,0,0,0,0
293-96-9,10,20,0,0,0,0,0,0,0,0
294-41-7,11,22,0,0,0,0,0,0,0,0
2944-49-2,9,12,1,0,0,0,0,0,0,0
29460-92-2,8,12,0,2,0,0,0,0,0,0
29460-97-7,,,,,,,,,,
294-62-2,12,24,0,0,0,0,0,0,0,0
294-93-9,8,16,4,0,0,0,0,0,0,0
295-17-0,14,28,0,0,0,0,0,0,0,0
29518-02-3,12,24,1,0,0,0,0,0,0,0
29556-22-7,,,,,,,,,,
29682-39-1,,,,,,,,,,
2971-90-6,,,,,,,,,,
2973-78-6,7,5,2,0,0,0,0,1,0,0
2974-90-5,12,8,0,0,0,0,2,0,0,0
2974-92-7,12,8,0,0,0,0,2,0,0,0
29799-07-3,,,,,,,,,,
298-00-0,8,10,5,1,1,0,0,0,0,0
298-04-4,8,19,2,0,3,0,0,0,0,0
2983-37-1,10,20,2,0,0,0,0,0,0,0
2983-38-2,8,16,2,0,0,0,0,0,0,0
29837-07-8,15,24,0,0,0,0,0,0,0,0
29837-12-5,15,24,0,0,0,0,0,0,0,0
29841-08-5,,,,,,,,,,
298-46-4,15,12,1,2,0,0,0,0,0,0
2985-57-1,,,,,,,,,,
2987-16-8,6,12,1,0,0,0,0,0,0,0
29873-99-2,15,24,0,0,0,0,0,0,0,0
298-81-7,12,8,4,0,0,0,0,0,0,0
2991-28-8,7,4,2,0,0,2,0,0,0,0
299-42-3,10,15,1,1,0,0,0,0,0,0
29975-16-4,16,11,0,4,0,0,1,0,0,0
2998-23-4,8,14,2,0,0,0,0,0,0,0
299-84-3,8,8,3,0,1,0,3,0,0,0
3001-98-7,7,14,6,0,0,0,0,0,0,0
30021-74-0,15,24,0,0,0,0,0,0,0,0
3002-24-2,6,10,2,0,0,0,0,0,0,0
300-57-2,9,10,0,0,0,0,0,0,0,0
300-62-9,9,13,0,1,0,0,0,0,0,0
3006-96-0,8,8,3,0,0,0,0,0,0,0
3007-71-4,14,23,0,1,0,0,0,0,0,0
300-85-6,4,8,3,0,0,0,0,0,0,0
301-00-8,19,32,2,0,0,0,0,0,0,0
3011-76-5,14,31,2,0,0,0,0,0,0,0
3017-95-6,3,6,0,0,0,0,1,1,0,0
302-17-0,2,3,2,0,0,0,3,0,0,0
30221-44-4,,,,,,,,,,
302-79-4,,,,,,,,,,
3031-66-1,6,10,2,0,0,0,0,0,0,0
303-38-8,7,6,4,0,0,0,0,0,0,0
303-49-1,19,23,0,2,0,0,1,0,0,0
303-53-7,20,21,0,1,0,0,0,0,0,0
3048-64-4,9,12,0,0,0,0,0,0,0,0
304-88-1,13,11,2,1,0,0,0,0,0,0
305-03-3,14,19,2,1,0,0,2,0,0,0
30516-87-1,10,13,4,5,0,0,0,0,0,0
30533-08-5,4,10,1,2,0,0,0,0,0,0
30560-19-1,4,10,3,1,1,0,0,0,0,0
3060-89-7,9,11,1,2,0,0,0,1,0,0
306-60-5,,,,,,,,,,
30673-60-0,13,26,2,0,0,0,0,0,0,0
3068-88-0,4,6,2,0,0,0,0,0,0,0
3070-53-9,7,12,0,0,0,0,0,0,0,0
3073-66-3,9,18,0,0,0,0,0,0,0,0
3073-92-5,7,16,1,0,0,0,0,0,0,0
3074-71-3,9,20,0,0,0,0,0,0,0,0
3074-75-7,9,20,0,0,0,0,0,0,0,0
3074-76-8,9,20,0,0,0,0,0,0,0,0
3074-77-9,9,20,0,0,0,0,0,0,0,0
30796-92-0,14,8,0,0,1,0,0,0,0,0
309-00-2,12,8,0,0,0,0,6,0,0,0
30922-52-2,,,,,,,,,,
31103-86-3,,,,,,,,,,
3112-85-4,7,8,2,0,1,0,0,0,0,0
3113-71-1,8,7,4,1,0,0,0,0,0,0
311-45-5,10,14,6,1,0,0,0,0,0,0
3114-70-3,6,14,0,2,0,0,0,0,0,0
3115-39-7,,,,,,,,,,
3118-68-1,,,,,,,,,,
31197-09-8,,,,,,,,,,
3121-61-7,,,,,,,,,,
312-73-2,8,5,0,2,0,3,0,0,0,0
3129-42-8,20,28,3,0,0,0,0,0,0,0
3129-43-9,24,36,3,0,0,0,0,0,0,0
31317-07-4,13,10,0,0,1,0,0,0,0,0
31317-14-3,,,,,,,,,,
31317-15-4,,,,,,,,,,
31317-17-6,,,,,,,,,,
31317-19-8,14,12,0,0,1,0,0,0,0,0
31317-42-7,,,,,,,,,,
3132-64-7,3,5,1,0,0,0,0,1,0,0
3132-99-8,7,5,1,0,0,0,0,1,0,0
3138-42-9,,,,,,,,,,
3138-43-0,,,,,,,,,,
31431-39-7,,,,,,,,,,
314-40-9,9,13,2,2,0,0,0,1,0,0
3149-28-8,5,6,1,2,0,0,0,0,0,0
31501-11-8,12,22,2,0,0,0,0,0,0,0
31508-00-6,12,5,0,0,0,0,5,0,0,0
315-30-0,5,4,1,4,0,0,0,0,0,0
3153-37-5,5,9,2,0,0,0,1,0,0,0
31575-35-6,4,3,0,2,0,1,0,0,0,0
31613-04-4,,,,,,,,,,
31621-49-5,,,,,,,,,,
316-49-4,19,14,0,0,0,0,0,0,0,0
3178-22-1,10,20,0,0,0,0,0,0,0,0
3178-29-8,10,22,0,0,0,0,0,0,0,0
3179-47-3,14,26,2,0,0,0,0,0,0,0
31828-71-4,11,17,1,1,0,0,0,0,0,0
31842-01-0,17,15,3,1,0,0,0,0,0,0
319-84-6,6,6,0,0,0,0,6,0,0,0
319-85-7,6,6,0,0,0,0,6,0,0,0
319-86-8,6,6,0,0,0,0,6,0,0,0
32064-72-5,9,16,1,0,0,0,0,0,0,0
3208-16-0,6,8,1,0,0,0,0,0,0,0
3209-22-1,6,3,2,1,0,0,2,0,0,0
321-14-2,7,5,3,0,0,0,1,0,0,0
321-28-8,7,7,1,0,0,1,0,0,0,0
321-60-8,12,9,0,0,0,1,0,0,0,0
321-64-2,13,14,0,2,0,0,0,0,0,0
3217-86-5,6,13,1,1,0,0,0,0,0,0
3221-61-2,9,20,0,0,0,0,0,0,0,0
3238-38-8,10,14,1,0,0,0,0,0,0,0
32396-64-8,,,,,,,,,,
324541-83-5,,,,,,,,,,
32598-10-0,12,6,0,0,0,0,4,0,0,0
32598-11-1,12,6,0,0,0,0,4,0,0,0
32598-12-2,12,6,0,0,0,0,4,0,0,0
32598-13-3,12,6,0,0,0,0,4,0,0,0
32598-14-4,12,5,0,0,0,0,5,0,0,0
326-06-7,10,7,2,0,0,3,0,0,0,0
3268-49-3,4,8,1,0,1,0,0,0,0,0
32690-93-0,12,6,0,0,0,0,4,0,0,0
326-91-0,8,5,2,0,1,3,0,0,0,0
327-19-5,8,4,2,3,0,3,0,0,0,0
32749-94-3,7,14,1,0,0,0,0,0,0,0
327-54-8,6,2,0,0,0,4,0,0,0,0
32774-16-6,12,4,0,0,0,0,6,0,0,0
327-97-9,,,,,,,,,,
32953-89-2,,,,,,,,,,
3296-50-2,9,16,0,0,0,0,0,0,0,0
329-71-5,6,4,5,2,0,0,0,0,0,0
330-12-1,8,5,3,0,0,3,0,0,0,0
33025-41-1,12,6,0,0,0,0,4,0,0,0
330-39-2,,,,,,,,,,
330-54-1,9,10,1,2,0,0,2,0,0,0
330-55-2,9,10,2,2,0,0,2,0,0,0
33083-83-9,11,22,1,0,0,0,0,0,0,0
33091-17-7,12,2,0,0,0,0,8,0,0,0
33100-27-5,10,20,5,0,0,0,0,0,0,0
331-39-5,9,8,4,0,0,0,0,0,0,0
33146-45-1,12,8,0,0,0,0,2,0,0,0
33213-65-9,9,6,3,0,1,0,6,0,0,0
33228-44-3,11,17,0,1,0,0,0,0,0,0
33228-45-4,12,19,0,1,0,0,0,0,0,0
33284-30-9,,,,,,,,,,
33284-50-3,12,8,0,0,0,0,2,0,0,0
33284-52-5,12,6,0,0,0,0,4,0,0,0
33284-53-6,12,6,0,0,0,0,4,0,0,0
33284-54-7,12,6,0,0,0,0,4,0,0,0
33376-25-9,,,,,,,,,,
3338-55-4,10,16,0,0,0,0,0,0,0,0
33404-67-0,,,,,,,,,,
334-48-5,10,20,2,0,0,0,0,0,0,0
334-56-5,10,21,0,0,0,1,0,0,0,0
33467-73-1,7,12,2,0,0,0,0,0,0,0
33467-74-2,9,16,2,0,0,0,0,0,0,0
33467-76-4,7,14,1,0,0,0,0,0,0,0
334-68-9,12,25,0,0,0,1,0,0,0,0
3350-30-9,9,16,1,0,0,0,0,0,0,0
3351-28-8,19,14,0,0,0,0,0,0,0,0
3351-30-2,19,14,0,0,0,0,0,0,0,0
3351-31-3,19,14,0,0,0,0,0,0,0,0
3351-32-4,19,14,0,0,0,0,0,0,0,0
335-48-8,4,0,0,0,0,8,0,2,0,0
335-99-9,7,4,1,0,0,12,0,0,0,0
3360-41-6,10,14,1,0,0,0,0,0,0,0
33626-25-4,10,18,0,0,0,0,0,0,0,0
33671-46-4,16,15,1,2,1,0,1,0,0,0
33693-04-8,10,19,1,5,0,0,0,0,0,0
33719-74-3,7,6,1,0,0,0,2,0,0,0
3380-34-5,12,7,2,0,0,0,3,0,0,0
3385-21-5,,,,,,,,,,
33854-16-9,,,,,,,,,,
3386-33-2,18,37,0,0,0,0,1,0,0,0
3387-41-5,10,16,0,0,0,0,0,0,0,0
3391-86-4,8,16,1,0,0,0,0,0,0,0
3393-64-4,5,10,2,0,0,0,0,0,0,0
33963-55-2,,,,,,,,,,
33963-58-5,,,,,,,,,,
33972-81-5,7,11,2,0,0,0,3,0,0,0
33979-03-2,12,4,0,0,0,0,6,0,0,0
3398-69-4,,,,,,,,,,
3400-45-1,6,10,2,0,0,0,0,0,0,0
34042-85-8,,,,,,,,,,
3404-61-3,7,14,0,0,0,0,0,0,0,0
3404-65-7,7,14,0,0,0,0,0,0,0,0
3404-71-5,7,14,0,0,0,0,0,0,0,0
3404-73-7,7,14,0,0,0,0,0,0,0,0
3410-54-6,23,34,3,0,0,0,0,0,0,0
34123-59-6,12,18,1,2,0,0,0,0,0,0
3424-82-6,14,8,0,0,0,0,4,0,0,0
34253-01-5,,,,,,,,,,
34253-03-7,,,,,,,,,,
34256-82-1,14,20,2,1,0,0,1,0,0,0
34283-94-8,,,,,,,,,,
3438-46-8,5,6,0,2,0,0,0,0,0,0
3438-48-0,10,8,0,2,0,0,0,0,0,0
3442-78-2,17,12,0,0,0,0,0,0,0,0
3446-89-7,8,8,1,0,1,0,0,0,0,0
34552-84-6,,,,,,,,,,
3461-31-2,,,,,,,,,,
34645-84-6,,,,,,,,,,
34661-21-7,,,,,,,,,,
3469-69-0,,,,,,,,,,
34787-01-4,,,,,,,,,,
3481-20-7,6,3,0,1,0,0,4,0,0,0
34840-79-4,,,,,,,,,,
348-51-6,6,4,0,0,0,1,1,0,0,0
348-52-7,6,4,0,0,0,1,0,0,1,0
348-54-9,6,6,0,1,0,1,0,0,0,0
34883-39-1,12,8,0,0,0,0,2,0,0,0
34883-41-5,12,8,0,0,0,0,2,0,0,0
34883-43-7,12,8,0,0,0,0,2,0,0,0
34911-55-2,,,,,,,,,,
349-76-8,9,7,1,0,0,3,0,0,0,0
34981-11-8,5,5,4,5,0,0,0,0,0,0
349-82-6,,,,,,,,,,
350-03-8,7,7,1,1,0,0,0,0,0,0
350-46-9,6,4,2,1,0,1,0,0,0,0
350-50-5,7,7,0,0,0,1,0,0,0,0
35065-27-1,12,4,0,0,0,0,6,0,0,0
35065-28-2,12,4,0,0,0,0,6,0,0,0
35065-29-3,12,3,0,0,0,0,7,0,0,0
35065-30-6,12,3,0,0,0,0,7,0,0,0
35070-76-9,,,,,,,,,,
35070-77-0,,,,,,,,,,
35073-27-9,6,12,2,0,0,0,0,0,0,0
35112-28-8,8,6,2,0,0,0,2,0,0,0
351-36-0,9,8,1,1,0,3,0,0,0,0
35153-15-2,14,28,1,0,0,0,0,0,0,0
35203-88-4,,,,,,,,,,
3520-52-3,10,14,1,0,0,0,0,0,0,0
3522-94-9,9,20,0,0,0,0,0,0,0,0
352-32-9,7,7,0,0,0,1,0,0,0,0
352-33-0,6,4,0,0,0,1,1,0,0,0
352-34-1,6,4,0,0,0,1,0,0,1,0
3524-73-0,7,14,0,0,0,0,0,0,0,0
352-70-5,7,7,0,0,0,1,0,0,0,0
352-87-4,6,7,2,0,0,3,0,0,0,0
352-93-2,4,10,0,0,1,0,0,0,0,0
35367-38-5,14,9,2,2,0,2,1,0,0,0
35392-73-5,,,,,,,,,,
354-04-1,2,1,0,0,0,3,0,2,0,0
354-15-4,2,1,0,0,0,2,3,0,0,0
354-21-2,2,1,0,0,0,2,3,0,0,0
35425-17-3,,,,,,,,,,
354-30-3,2,1,0,0,0,3,0,2,0,0
35572-78-2,7,7,4,3,0,0,0,0,0,0
3558-60-9,9,12,1,0,0,0,0,0,0,0
35599-77-0,13,27,0,0,0,0,0,0,1,0
35599-78-1,15,31,0,0,0,0,0,0,1,0
3561-84-0,12,18,0,0,0,0,0,0,0,0
35693-92-6,12,7,0,0,0,0,3,0,0,0
35693-99-3,12,6,0,0,0,0,4,0,0,0
35694-04-3,12,4,0,0,0,0,6,0,0,0
35694-06-5,12,4,0,0,0,0,6,0,0,0
35694-08-7,12,2,0,0,0,0,8,0,0,0
3575-19-7,9,11,0,0,0,0,0,1,0,0
357-70-0,17,21,3,1,0,0,0,0,0,0
35852-46-1,11,20,2,0,0,0,0,0,0,0
35926-04-6,8,14,2,0,0,0,0,0,0,0
35926-06-8,9,16,2,0,0,0,0,0,0,0
3603-99-4,14,26,1,0,0,0,0,0,0,0
36104-80-0,19,18,3,3,0,0,1,0,0,0
3618-12-0,10,18,0,0,0,0,0,0,0,0
36262-09-6,10,14,0,0,0,0,0,0,0,0
36293-57-9,,,,,,,,,,
36301-29-8,11,16,0,0,0,0,0,0,0,0
36312-33-1,,,,,,,,,,
36322-90-4,15,13,4,3,1,0,0,0,0,0
363-24-6,,,,,,,,,,
3634-92-2,21,42,2,0,0,0,0,0,0,0
363-72-4,6,1,0,0,0,5,0,0,0,0
3637-61-4,6,12,1,0,0,0,0,0,0,0
3637-63-6,9,18,1,0,0,0,0,0,0,0
36404-30-5,7,6,1,0,0,0,2,0,0,0
364-62-5,14,22,2,3,0,0,1,0,0,0
3648-21-3,22,34,4,0,0,0,0,0,0,0
3652-91-3,13,11,0,1,0,0,0,0,0,0
36559-22-5,12,6,0,0,0,0,4,0,0,0
3658-80-0,,,,,,,,,,
3658-80-8,2,6,0,0,3,0,0,0,0,0
366-18-7,10,8,0,2,0,0,0,0,0,0
36627-56-2,,,,,,,,,,
36653-82-4,16,34,1,0,0,0,0,0,0,0
3668-38-0,,,,,,,,,,
36685-97-9,17,26,2,0,0,0,0,0,0,0
367-11-3,6,4,0,0,0,2,0,0,0,0
367-12-4,6,5,1,0,0,1,0,0,0,0
