CAS,chemicalName,label,MRF,molecularWeight,overloadMass_1,E,S,A,L,combustionEnthalpy,C,H,O,N,S,F,Cl,Br,I,Si
53585-13-0,E-?-Bisabolene,,,,,0.67,0.35,0,7.166,,15,24,0,0,0,0,0,0,0,0
536-25-4,Methyl 3-amino-4-hydroxybenzoate,,,,,1.29,1.52,0.61,6.69,,8,9,3,1,0,0,0,0,0,0
536-60-7,4-Isopropylbenzyl alcohol,,,,,0.8,0.98,0.39,5.119,,10,14,1,0,0,0,0,0,0,0
536-74-3,Phenylethyne,,,,,0.68,0.58,0.12,3.692,,8,6,0,0,0,0,0,0,0,0
536-75-4,4-Ethylpyridine,,,,,0.63,0.8,0,4.124,,7,9,0,1,0,0,0,0,0,0
536-78-7,3-Ethylpyridine,,,,,0.64,0.79,0,4.093,,7,9,0,1,0,0,0,0,0,0
536-88-9,2-Methyl-4-ethylpyridine,,,,,0.64,0.75,0,4.442,,8,11,0,1,0,0,0,0,0,0
536-90-3,3-Methoxyaniline,,,,,1.03,1.13,0.24,5.023,,7,9,1,1,0,0,0,0,0,0
53-70-3,Dibenz[ah]anthracene,,,,,4,2.04,0,12.96,,22,14,0,0,0,0,0,0,0,0
537-92-8,m-Methylacetanilide,,,,,0.87,1.11,0.57,5.81,,9,11,1,1,0,0,0,0,0,0
53-86-1,Indomethacin,,,,,2.24,1.47,0.58,12.27,,19,16,4,1,0,0,1,0,0,0
538-68-1,n-Pentylbenzene,,,,,0.59,0.51,0,5.23,,11,16,0,0,0,0,0,0,0,0
538-74-9,Dibenzylsulfide,,,,,1.59,1.15,0,8.47,,14,14,0,0,1,0,0,0,0,0
538-86-3,Methyl benzyl ether,,,,,0.65,0.77,0,4.238,,8,10,1,0,0,0,0,0,0,0
538-93-2,Isobutylbenzene,,,,,0.58,0.47,0,4.5,,10,14,0,0,0,0,0,0,0,0
53902-12-8,Tranilast,,,,,2.2,1.81,0.93,12.47,,18,17,5,1,0,0,0,0,0,0
539-15-1,4-Hydroxy-2-phenyl-N.N-dimethylethylamine,,,,,0.95,1.22,0.55,6.678,,10,15,1,1,0,0,0,0,0,0
539-30-0,Ethyl benzyl ether,,,,,0.63,0.71,0,4.524,,9,12,1,0,0,0,0,0,0,0
5394-83-2,Camphoric acid,,,,,0.52,1.36,1.12,6.852,,,,,,,,,,,
53957-33-8,2.5-Dimethylbenzyl alcohol,,,,,0.87,0.88,0.39,5.119,,9,12,1,0,0,0,0,0,0,0
5396-24-7,Propyl chloroacetate,,,,,0.25,0.82,0,3.784,,5,9,2,0,0,0,1,0,0,0
53966-36-2,Ethylisopropyldisulfide,,,,,0.64,0.5,0,4.287,,5,12,0,0,2,0,0,0,0,0
539-82-2,Ethyl pentanoate,,,,,0.05,0.58,0,3.769,,7,14,2,0,0,0,0,0,0,0
539-86-6,Allicin,,,,,1.05,1.47,0,6.187,,,,,,,,,,,
539-89-9,N-Isobutylurethane,,,,,0.2,0.88,0.24,4.69,,,,,,,,,,,
539-90-2,Isobutyl butanoate,,,,,0.01,0.53,0,4.097,,8,16,2,0,0,0,0,0,0,0
54004-43-2,2-Pentyl propanoate,,,,,0.03,0.53,0,4.024,,8,16,2,0,0,0,0,0,0,0
540-07-8,Pentyl hexanoate,,,,,-0.01,0.56,0,5.724,,11,22,2,0,0,0,0,0,0,0
540-18-1,Pentyl butanoate,,,,,0.03,0.56,0,4.764,,9,18,2,0,0,0,0,0,0,0
54029-12-8,Albendazole sulfoxide,,,,,1.95,1.79,0.6,10.55,,,,,,,,,,,
540-36-3,1.4-Difluorobenzene,,,,,0.38,0.6,0,2.766,,6,4,0,0,0,2,0,0,0,0
540-37-4,4-Iodoaniline,,,,,1.53,1.28,0.31,5.695,,6,6,0,1,0,0,0,0,1,0
540-38-5,4-Iodophenol,,,,,1.38,1.22,0.68,5.492,,6,5,1,0,0,0,0,0,1,0
540-42-1,Isobutyl propanoate,,,,,0.03,0.53,0,3.635,,7,14,2,0,0,0,0,0,0,0
54048-10-1,Etonogestrel,,,,,1.98,3.02,0.44,13.98,,22,28,2,0,0,0,0,0,0,0
540-51-2,2-Bromoethanol,,,,,0.57,0.86,0.38,2.913,,2,5,1,0,0,0,0,1,0,0
5405-41-4,Ethyl 3-hydroxybutanoate,,,,,0.2,1.31,0.08,4.218,,6,12,3,0,0,0,0,0,0,0
54056-51-8,Butyl 3-methyl-2-butenoate,,,,,0.27,0.56,0,4.938,,9,16,2,0,0,0,0,0,0,0
54-05-7,Chloroquine,,,,,1.85,1.55,0.13,12.19,,18,26,0,3,0,0,1,0,0,0
54063-53-5,Propafenone,,,,,1.73,2.09,0.29,13.24,,21,27,3,1,0,0,0,0,0,0
540-63-6,1.2-Ethanedithiol,,,,,0.81,0.78,0,3.369,,2,6,0,0,2,0,0,0,0,0
5406-58-6,Herbane,,,,,0.9,1.46,0,7.59,,13,18,2,0,0,0,0,0,0,0
5407-98-7,Cyclobutylphenylketone,,,,,0.98,1.33,0,6.218,,11,12,1,0,0,0,0,0,0,0
540-84-1,2.2.4-Trimethylpentane,,,,,0,0,0,3.106,,8,18,0,0,0,0,0,0,0,0
5408-57-1,7-Methyloctan-3-one,,,,,0.1,0.65,0,4.649,,9,18,1,0,0,0,0,0,0,0
540-88-5,t-Butyl acetate,,,,,0.03,0.54,0,2.802,,6,12,2,0,0,0,0,0,0,0
54-11-5,Nicotine,,,,,0.87,0.88,0,5.888,,10,14,0,2,0,0,0,0,0,0
54119-29-8,2.5-Diethylpyridine,,,,,0.64,0.7,0,4.819,,9,13,0,1,0,0,0,0,0,0
54-12-6,Tryptophan,,,,,2.1,2.03,1.06,9.391,,11,12,2,2,0,0,0,0,0,0
541-28-6,1-Iodo-3-methylbutane,,,,,0.61,0.37,0,3.98,,5,11,0,0,0,0,0,0,1,0
541-31-1,3-Methyl-1-butanethiol,,,,,0.34,0.32,0,3.5,,5,12,0,0,1,0,0,0,0,0
541-35-5,Butanamide,,,,,0.44,1.3,0.55,3.83,,4,9,1,1,0,0,0,0,0,0
54135-80-7,2.3.4-Trichloroanisole,,,,,1.13,1.18,0,6.72,,7,5,1,0,0,0,3,0,0,0
54135-81-8,2.3.5-Trichloroanisole,,,,,1.12,1.01,0,6.506,,7,5,1,0,0,0,3,0,0,0
54135-82-9,3.4.5-Trichloroanisole,,,,,1.08,0.99,0,6.563,,7,5,1,0,0,0,3,0,0,0
54143-55-4,Flecainide,,,,,0.63,1.53,0.55,10.61,,17,20,3,2,0,6,0,0,0,0
541-46-8,Isopentanamide,,,,,0.43,1.28,0.56,4.217,,5,11,1,1,0,0,0,0,0,0
541-59-3,Maleimide,,,,,0.66,1.42,0.39,3.639,,4,3,2,1,0,0,0,0,0,0
541-73-1,1.3-Dichlorobenzene,,,,,0.85,0.73,0,4.41,,6,4,0,0,0,0,2,0,0,0
541-85-5,5-Methylheptan-3-one,,,,,0.11,0.65,0,4.089,,8,16,1,0,0,0,0,0,0,0
542-10-9,Ethylidene diacetate,,,,,0.12,0.97,0,3.812,,6,10,4,0,0,0,0,0,0,0
542-18-7,Chlorocyclohexane,,,,,0.45,0.48,0,3.832,,6,11,0,0,0,0,1,0,0,0
5422-88-8,Cyclopentylphenylketone,,,,,1,1.3,0,6.734,,12,14,1,0,0,0,0,0,0,0
542-28-9,d-Pentanolactone,,,,,0.44,1.52,0,3.68,,5,8,2,0,0,0,0,0,0,0
54230-22-7,PCB 62,,,,,1.89,1.48,0,8.228,,12,6,0,0,0,0,4,0,0,0
542-54-1,Isopentyl cyanide,,,,,0.16,0.87,0,3.493,,6,11,0,1,0,0,0,0,0,0
542-55-2,Isobutyl formate,,,,,0.1,0.6,0,2.789,,5,10,2,0,0,0,0,0,0,0
542-56-3,sec-Butyl nitrite,,,,,0.05,0.31,0,2.36,,4,9,2,1,0,0,0,0,0,0
542-69-8,1-Iodobutane,,,,,0.63,0.4,0,3.628,,4,9,0,0,0,0,0,0,1,0
542-76-7,3-Chloropropionitrile,,,,,0.39,1.22,0.02,3.07,,3,4,0,1,0,0,1,0,0,0
5428-54-6,2-Methyl-5-nitrophenol,,,,,1.08,1.52,0.75,6.222,,7,7,3,1,0,0,0,0,0,0
542-85-8,Ethyl isothiocyanate,,,,,0.65,0.62,0,3.002,,3,5,0,1,1,0,0,0,0,0
54290-22-1,2-Iodo-2-phenylpropane,,,,,1.28,0.95,0,6.49,,9,11,0,0,0,0,0,0,1,0
542-90-5,Ethyl thiocyanate,,,,,0.48,0.8,0,2.96,,3,5,0,1,1,0,0,0,0,0
5429-28-7,4-N.N-Diethylaminobenzoic acid,,,,,1.08,1.25,0.54,7.444,,11,15,2,1,0,0,0,0,0,0
54-31-9,Furosemide,,,,,2.31,2.19,1.03,12.03,,,,,,,,,,,
543-24-8,Acetylglycine,,,,,0.58,1.7,0.83,4.69,,4,7,3,1,0,0,0,0,0,0
543-49-7,Heptan-2-ol,,,,,0.19,0.36,0.33,3.838,,7,16,1,0,0,0,0,0,0,0
543-59-9,1-Chloropentane,,,,,0.21,0.38,0,3.223,,5,11,0,0,0,0,1,0,0,0
5437-45-6,Benzyl bromoacetate,,,,,1.04,1.35,0,6.58,,9,9,2,0,0,0,0,1,0,0
543-86-2,Isopentyl urethan,,,,,0.2,0.88,0.24,5.17,,,,,,,,,,,
544-01-4,Di-3-methylbutyl ether,,,,,0,0.19,0,4.538,,10,22,1,0,0,0,0,0,0,0
544-02-5,Diisopentyl sulphide,,,,,0.3,0.35,0,5.516,,10,22,0,0,1,0,0,0,0,0
544-10-5,1-Chlorohexane,,,,,0.2,0.39,0,3.708,,6,13,0,0,0,0,1,0,0,0
544-13-8,1.3-Dicyanopropane,,,,,0.33,2.05,0,4.342,,5,6,0,2,0,0,0,0,0,0
544-15-0,Pentylmercury(II) chloride,,,,,1,1.52,0.13,5.949,,5,1,0,0,0,0,1,0,0,0
544-16-1,Butyl nitrite,,,,,0.07,0.28,0,2.51,,4,9,2,1,0,0,0,0,0,0
544-25-2,Cyclohepta-1.3.5-triene,,,,,0.76,0.46,0,3.442,,7,8,0,0,0,0,0,0,0,0
544-40-1,Dibutyl sulfide,,,,,0.35,0.37,0,5.044,,8,18,0,0,1,0,0,0,0,0
544-63-8,Tetradecanoic acid,,,,,0.06,0.65,0.62,7.597,,14,28,2,0,0,0,0,0,0,0
544-76-3,n-Hexadecane,,,,,0,0,0,7.714,,16,34,0,0,0,0,0,0,0,0
544-77-4,1-Iodohexadecane,,,,,0.57,0.4,0,9.985,,16,33,0,0,0,0,0,0,1,0
545-06-2,Trichloroacetonitrile,,,,,0.38,1.2,0,3.677,,2,0,0,1,0,0,3,0,0,0
5451-95-6,Nonyl benzoate,,,,,0.64,0.78,0,8.763,,16,24,2,0,0,0,0,0,0,0
5452-35-7,Cycloheptylamine,,,,,0.63,0.56,0.19,3.802,,7,15,0,1,0,0,0,0,0,0
5452-37-9,Cyclooctylamine,,,,,0.55,0.57,0.19,4.708,,8,17,0,1,0,0,0,0,0,0
5459-37-0,Heptyl methacrylate,,,,,0.15,0.49,0,5.697,,11,20,2,0,0,0,0,0,0,0
546-28-1,?-Cedrene,,,,,0.76,0.2,0,6.785,,15,24,0,0,0,0,0,0,0,0
546-80-5,a-Thujone,,,,,0.65,0.77,0,5.03,,10,16,1,0,0,0,0,0,0,0
5469-70-5,Pyridazin-3-amine,,,,,0.97,1.79,0.26,4.577,,,,,,,,,,,
54739-18-3,Fluvoxamine,,,,,0.78,1.1,0.16,9.26,,15,21,2,2,0,3,0,0,0,0
547-63-7,Methyl 2-methylpropanoate,,,,,0.09,0.57,0,2.636,,5,10,2,0,0,0,0,0,0,0
547-64-8,Methyl lactate,,,,,0.26,0.74,0.1,2.944,,4,8,3,0,0,0,0,0,0,0
54-85-3,Isoniazid,,,,,1.19,1.89,0.39,6.07,,6,7,1,3,0,0,0,0,0,0
548-58-3,5.8-Dihydroxyflavone,,,,,2.06,1.97,0.56,10.07,,,,,,,,,,,
54910-89-3,Fluoxetine,,,,,1.23,1.3,0.12,9.968,,17,18,1,1,0,3,0,0,0,0
54965-21-8,Albendazole,,,,,1.97,1.96,0.65,10.52,,,,,,,,,,,
550-44-7,N-Methylphthalimide,,,,,1.25,1.82,0,6.465,,9,7,2,1,0,0,0,0,0,0
55179-31-2,Bitertanol,,,,,2.3,1.5,0,12.88,,20,23,2,3,0,0,0,0,0,0
55-18-5,N-Nitrosodiethylamine,,,,,0.35,1.08,0,3.585,,4,10,1,2,0,0,0,0,0,0
551-92-8,Dimetridazole,,,,,0.92,1.65,0,5.27,,5,7,2,3,0,0,0,0,0,0
55-21-0,Benzamide,,,,,0.99,1.5,0.49,5.767,,7,7,1,1,0,0,0,0,0,0
55215-17-3,PCB 88,,,,,2.01,1.61,0,8.459,,12,5,0,0,0,0,5,0,0,0
55215-18-4,PCB 129,,,,,2.19,1.74,0,9.838,,12,4,0,0,0,0,6,0,0,0
552-16-9,2-Nitrobenzoic acid,,,,,0.99,1.48,0.82,5.9,,7,5,4,1,0,0,0,0,0,0
55-22-1,Isonicotinic acid,,,,,0.88,1.29,0.81,4.796,,6,5,2,1,0,0,0,0,0,0
55268-74-1,Praziquantel,,,,,1.96,2.7,0,12.68,,19,24,2,2,0,0,0,0,0,0
552-89-6,2-Nitrobenzaldehyde,,,,,1.12,1.59,0,5.711,,7,5,3,1,0,0,0,0,0,0
55312-69-1,PCB 86,,,,,2.04,1.61,0,9.006,,12,5,0,0,0,0,5,0,0,0
553-17-3,Di(2-Methoxy)phenyl carbonate,,,,,1.38,1.86,0,9.58,,15,14,5,0,0,0,0,0,0,0
553-26-4,4.4'-Bipyridine,,,,,1.38,1.37,0,6.5,,10,8,0,2,0,0,0,0,0,0
5532-90-1,Propyl N-phenylcarbamate,,,,,0.9,1.25,0.38,6.63,,10,13,2,1,0,0,0,0,0,0
553-82-2,2.4-Dichloroanisole,,,,,1,0.94,0,5.734,,7,6,1,0,0,0,2,0,0,0
553-90-2,Dimethyl oxalate,,,,,0.22,1.04,0,3.205,,4,6,4,0,0,0,0,0,0,0
554-00-7,2.4-Dichloroaniline,,,,,1.14,1.15,0.3,5.491,,6,5,0,1,0,0,2,0,0,0
554-12-1,Methyl propanoate,,,,,0.13,0.6,0,2.431,,4,8,2,0,0,0,0,0,0,0
554-14-3,2-Methylthiophene,,,,,0.69,0.56,0,3.308,,5,6,0,0,1,0,0,0,0,0
5541-67-3,5-Methyl-8-hydroxyquinoline,,,,,1.4,1.18,0,6.355,,,,,,,,,,,
5541-68-4,7-Methyl-8-hydroxyquinoline,,,,,1.4,1.18,0,6.354,,,,,,,,,,,
554-61-0,2-Carene,,,,,0.49,0.22,0,4.659,,10,16,0,0,0,0,0,0,0,0
55471-28-8,16-Crown-5,,,,,0.41,1.17,0,7.276,,,,,,,,,,,
554-84-7,3-Nitrophenol,,,,,1.05,1.57,0.79,5.692,,6,5,3,1,0,0,0,0,0,0
55489-59-3,Triethyleneglycolheptylether,,,,,0.14,0.95,0.28,7.882,,,,,,,,,,,
555-03-3,3-Nitroanisole,,,,,0.97,1.26,0,5.563,,7,7,3,1,0,0,0,0,0,0
555-10-2,beta-Phellandrene,,,,,0.53,0.26,0,4.759,,10,16,0,0,0,0,0,0,0,0
555-11-1,ProstaglandinF2a,,,,,1.54,2.1,1.4,13.94,,,,,,,,,,,
555-16-8,4-Nitrobenzaldehyde,,,,,1.08,1.48,0,5.356,,7,5,3,1,0,0,0,0,0,0
555-37-3,1-(3.4-Dichlorophenyl)-3-methyl-3-butylurea,,,,,1.27,1.8,0.52,9.64,,12,16,1,2,0,0,2,0,0,0
555-60-2,[(3-Chlorophenyl)hydrazono]malononitrile,,,,,1.44,1.7,0.64,7.84,,,,,,,,,,,
556-08-1,4-(Acetylamino)benzoic acid,,,,,1.12,1.4,1.05,6.888,,9,9,3,1,0,0,0,0,0,0
556-24-1,Methyl 3-methylbutanoate,,,,,0.07,0.57,0,3.166,,6,12,2,0,0,0,0,0,0,0
55-63-0,glycerol trinitrate,,,,,0.49,2.04,0,6.007,,3,5,9,3,0,0,0,0,0,0
55-65-2,Guanethidine,,,,,1.03,0.79,0.42,7.47,,,,,,,,,,,
556-56-9,Allyl iodide,,,,,0.8,0.58,0,3.28,,3,5,0,0,0,0,0,0,1,0
556-61-6,Methyl isothiocyanate,,,,,0.66,0.7,0,2.58,,2,3,0,1,1,0,0,0,0,0
5566-34-7,g-Chlordane,,,,,2.06,1.25,0,9.11,,,,,,,,,,,
556-64-9,Methyl thiocyanate,,,,,0.5,0.8,0,2.5,,2,3,0,1,1,0,0,0,0,0
55669-88-0,1.4-Dimethyl-2-isobutylbenzene,,,,,0.67,0.55,0,5.63,,12,18,0,0,0,0,0,0,0,0
556-82-1,3-Methylbut-2-en-1-ol,,,,,0.38,0.5,0.38,3.145,,5,10,1,0,0,0,0,0,0,0
557-00-6,Propyl 3-methylbutanoate,,,,,0.01,0.53,0,4.004,,8,16,2,0,0,0,0,0,0,0
55702-45-9,PCB 24,,,,,1.75,1.35,0,7.487,,12,7,0,0,0,0,3,0,0,0
55702-46-0,PCB 21,,,,,1.77,1.33,0,7.907,,12,7,0,0,0,0,3,0,0,0
55712-37-3,PCB 25,,,,,1.77,1.33,0,7.852,,12,7,0,0,0,0,3,0,0,0
55720-44-0,PCB 23,,,,,1.78,1.33,0,7.66,,12,7,0,0,0,0,3,0,0,0
557-31-3,Ethylallylether,,,,,0.13,0.39,0,2.417,,5,10,1,0,0,0,0,0,0,0
557-35-7,2-Bromooctane,,,,,0.32,0.35,0,5.11,,8,17,0,0,0,0,0,1,0,0
557-40-4,Diallyl ether,,,,,0.23,0.38,0,2.43,,6,10,1,0,0,0,0,0,0,0
557-48-2,E.Z-Nona-2.6-dienal,,,,,0.5,0.81,0,5.008,,9,14,1,0,0,0,0,0,0,0
55757-34-1,1.1.1-Trifluorononane,,,,,-0.33,0.22,0,3.926,,9,17,0,0,0,3,0,0,0,0
557-59-5,Tetracosanoic acid,,,,,0,0.66,0.62,12.48,,24,48,2,0,0,0,0,0,0,0
5577-44-6,Octa-2.4-dienal,,,,,0.79,0.86,0,5,,,,,,,,,,,
558-13-4,tetrabromomethane,,,,,1.19,0.94,0,4.557,,1,0,0,0,0,0,0,4,0,0
558-17-8,2-Iodo-2-methylpropane,,,,,0.59,0.35,0,3.439,,4,9,0,0,0,0,0,0,1,0
5582-82-1,3-methyl-3-heptanol,,,,,0.19,0.3,0.31,4,,8,18,1,0,0,0,0,0,0,0
55837-27-9,Piretanide,,,,,2.49,2.93,1,14.13,,,,,,,,,,,
558-43-0,2-Methyl-1.2-propanediol,,,,,0.35,0.6,0.56,3.19,,4,10,2,0,0,0,0,0,0,0
5588-16-9,Althiazide,,,,,2.85,2.9,1.18,14.17,,,,,,,,,,,
55977-09-8,3'.3-Dihydroxyflavone,,,,,2.18,1.9,1,10.31,,,,,,,,,,,
560-21-4,2.3.3-Trimethylpentane,,,,,0,0,0,3.428,,8,18,0,0,0,0,0,0,0,0
56030-56-9,PCB 139,,,,,2.15,1.74,0,9.166,,12,4,0,0,0,0,6,0,0,0
560-32-7,?-Patchoulene,,,,,0.72,0.18,0,6.999,,15,24,0,0,0,0,0,0,0,0
560-88-3,Bornyl salicylate,,,,,1.2,1.13,0.05,9.39,,,,,,,,,,,
56187-89-4,Ximoprofen,,,,,1.33,2.19,0.91,10.41,,,,,,,,,,,
56211-40-6,Torasemide,,,,,2.18,2.18,0.7,13.23,,,,,,,,,,,
56219-57-9,Arildone,,,,,1.39,2.3,0,13.32,,,,,,,,,,,
56-23-5,Tetrachloromethane,,,,,0.46,0.38,0,2.823,,1,0,0,0,0,0,4,0,0,0
562-49-2,3.3-Dimethylpentane,,,,,0,0,0,2.946,,7,16,0,0,0,0,0,0,0,0
562-74-3,Terpinen-4-ol,,,,,0.53,0.4,0.31,5.175,,10,18,1,0,0,0,0,0,0,0
56-29-1,Hexobarbital,,,,,1.5,1.58,0.17,8.972,,12,16,3,2,0,0,0,0,0,0
563-04-2,Tri-m-cresylphosphate,,,,,1.61,1.82,0,12.669,,21,21,4,0,0,0,0,0,0,0
563-16-6,3.3-Dimethylhexane,,,,,0,0,0,3.359,,8,18,0,0,0,0,0,0,0,0
5633-20-5,Oxybutynin,,,,,1.52,1.41,0.17,12.95,,,,,,,,,,,
563-58-6,1.1-Dichloroprop-1-ene,,,,,0.4,0.57,0,2.769,,3,4,0,0,0,0,2,0,0,0
563-78-0,2.3-Dimethylbut-1-ene,,,,,0.15,0.07,0,2.455,,6,12,0,0,0,0,0,0,0,0
563-79-1,2.3-Dimethylbut-2-ene,,,,,0.21,0.09,0,2.797,,6,12,0,0,0,0,0,0,0,0
563-80-4,3-Methylbutan-2-one,,,,,0.13,0.65,0,2.692,,5,10,1,0,0,0,0,0,0,0
56-38-2,Parathion,,,,,1.44,0.93,0,8.59,,10,14,5,1,1,0,0,0,0,0
5638-76-6,betahistine,,,,,0.75,1,0.08,5.25,,8,12,0,2,0,0,0,0,0,0
564-00-1,1.2:3.4-Diepoxybutane,,,,,0.4,1.27,0.05,2.852,,,,,,,,,,,
564-02-3,2.2.3-Trimethylpentane,,,,,0,0,0,3.325,,8,18,0,0,0,0,0,0,0,0
56-49-5,3-Methylcholanthrene,,,,,3.26,1.57,0,12.482,,21,16,0,0,0,0,0,0,0,0
56-53-1,Diethylstilbestrol,,,,,1.71,1.73,1,11.35,,18,20,2,0,0,0,0,0,0,0
56-54-2,Quinidine,,,,,2.47,1.23,0.37,12.63,,20,24,2,2,0,0,0,0,0,0
56-55-3,Benz[a]anthracene,,,,,2.99,1.7,0,10.291,,18,12,0,0,0,0,0,0,0,0
56558-16-8,PCB 104,,,,,1.98,1.61,0,8.244,,12,5,0,0,0,0,5,0,0,0
56558-17-9,PCB 119,,,,,2.04,1.61,0,8.96,,12,5,0,0,0,0,5,0,0,0
56558-18-0,PCB 121,,,,,2.04,1.61,0,8.71,,12,5,0,0,0,0,5,0,0,0
565-59-3,2.3-Dimethylpentane,,,,,0,0,0,3.016,,7,16,0,0,0,0,0,0,0,0
565-60-6,3-methyl-2-pentanol,,,,,0.17,0.39,0.33,3.476,,6,14,1,0,0,0,0,0,0,0
565-61-7,3-methyl-2-pentanone,,,,,0.11,0.65,0,3.163,,6,12,1,0,0,0,0,0,0,0
565-64-0,2.3-Dichloropropanoic acid,,,,,0.47,1.5,0.74,4.347,,3,4,2,0,0,0,2,0,0,0
565-67-3,2-Methylpentan-3-ol,,,,,0.21,0.33,0.33,3.315,,6,14,1,0,0,0,0,0,0,0
565-69-5,2-Methylpentan-3-one,,,,,0.12,0.63,0,3.011,,6,12,1,0,0,0,0,0,0,0
565-70-8,2-Hydroxybutanoic acid,,,,,0.38,0.98,0.27,3.364,,,,,,,,,,,
56-57-5,4-Nitroquinoline-N-oxide,,,,,1.67,2.68,0.1,8.215,,9,6,3,2,0,0,0,0,0,0
565-75-3,2.3.4-Trimethylpentane,,,,,0,0,0,3.481,,8,18,0,0,0,0,0,0,0,0
56578-36-0,3-Methoxycinnamaldehyde,,,,,1.05,1.48,0,6.4,,10,10,2,0,0,0,0,0,0,0
565-80-0,2.4-Dimethylpentan-3-one,,,,,0.07,0.6,0,3.403,,7,14,1,0,0,0,0,0,0,0
5664-21-1,2-Cyclohexylethanal,,,,,0.45,0.72,0,4.362,,,,,,,,,,,
5668-93-9,3-Ethylbiphenyl,,,,,1.37,0.96,0,6.954,,14,14,0,0,0,0,0,0,0,0
5669-09-0,1.1-Diisobutyloxyethane,,,,,0,0.26,0,4.491,,10,22,2,0,0,0,0,0,0,0
5675-51-4,1.12-Dodecanediol,,,,,0.36,0.98,0.75,6.97,,12,26,2,0,0,0,0,0,0,0
56-75-7,Chloramphenicol,,,,,1.85,1.91,0.68,10.82,,11,12,5,2,0,0,2,0,0,0
56775-88-3,Zimeldine,,,,,1.73,1.61,0,10.662,,16,17,0,2,0,0,0,1,0,0
56-81-5,1.2.3-propanetriol,,,,,0.51,0.72,0.64,3.145,,3,8,3,0,0,0,0,0,0,0
5683-33-0,2-N.N-Dimethylaminopyridine,,,,,0.98,0.92,0,4.876,,7,10,0,2,0,0,0,0,0,0
56-91-7,4-Aminomethylbenzoic acid,,,,,1.21,1.48,0.74,6.393,,,,,,,,,,,
56922-71-5,Propyl 3-methyl-2-butenoate,,,,,0.28,0.57,0,4.447,,8,14,2,0,0,0,0,0,0,0
56922-72-6,Pentyl 3-methyl-2-butenoate,,,,,0.24,0.56,0,5.417,,10,18,2,0,0,0,0,0,0,0
56922-80-6,trans-3-Hexenyl formate,,,,,0.22,0.64,0,3.855,,7,12,2,0,0,0,0,0,0,0
56922-82-8,trans-3-Hexenyl hexanoate,,,,,0.13,0.56,0,6.129,,12,22,2,0,0,0,0,0,0,0
569-41-5,1.8-Dimethylnaphthalene,,,,,1.4,1.01,0,6.653,,12,12,0,0,0,0,0,0,0,0
569-42-6,1.8-Dihydroxynaphthalene,,,,,1.7,1.85,0.98,7.594,,,,,,,,,,,
56961-20-7,3.4.5-Trichlorocatechol,,,,,1.29,1.5,0.94,6.733,,6,3,2,0,0,0,3,0,0,0
56961-77-4,1-Bromo-2.3-dichlorobenzene,,,,,1.23,0.95,0,5.58,,6,3,0,0,0,0,2,1,0,0
56961-86-5,2.3.5-Trichlorotoluene,,,,,1.06,0.84,0,5.772,,,,,,,,,,,
56986-88-0,3-Methyl-2-ethylpyridine,,,,,0.66,0.72,0,4.392,,,,,,,,,,,
57-06-7,Allyl isothiocyanate,,,,,0.81,0.73,0,3.642,,4,5,0,1,1,0,0,0,0,0
5707-44-8,4-Ethylbiphenyl,,,,,1.36,0.96,0,7.098,,14,14,0,0,0,0,0,0,0,0
57-10-3,Hexadecanoic acid,,,,,0.04,0.7,0.58,8.712,,16,32,2,0,0,0,0,0,0,0
57-11-4,Octadecanoic acid,,,,,0.02,0.69,0.57,9.634,,18,36,2,0,0,0,0,0,0,0
57-13-6,Urea,,,,,0.5,1.49,0.83,3.32,,1,4,1,2,0,0,0,0,0,0
57-15-8,Chlorobutanol,,,,,0.52,0.74,0.4,4.45,,4,7,1,0,0,0,3,0,0,0
571-58-4,1.4-Dimethylnaphthalene,,,,,1.41,1.04,0,6.516,,12,12,0,0,0,0,0,0,0,0
571-60-8,1.4-Dihydroxynaphthalene,,,,,1.79,1.72,1.1,7.638,,10,8,2,0,0,0,0,0,0,0
571-61-9,1.5-Dimethylnaphthalene,,,,,1.4,1.05,0,6.545,,12,12,0,0,0,0,0,0,0,0
57-24-9,Strychnine,,,,,2.94,1.97,0,13.3,,21,22,2,2,0,0,0,0,0,0
57-27-2,morphine,,,,,2.12,1.16,0.36,10.15,,17,19,3,1,0,0,0,0,0,0
57334-35-7,5-Methoxy-8-hydroxyquinoline,,,,,1.5,1.32,0,6.82,,,,,,,,,,,
57334-36-8,4-Chloro-8-hydroxyquinoline,,,,,1.51,1.15,0,6.41,,,,,,,,,,,
573-56-8,2.6-Dinitrophenol,,,,,1.22,2.04,0.17,6.631,,6,4,5,2,0,0,0,0,0,0
57378-68-4,Damascone,,,,,0.7,1.01,0,7.12,,,,,,,,,,,
573-98-8,1.2-Dimethylnaphthalene,,,,,1.43,0.97,0,6.473,,12,12,0,0,0,0,0,0,0,0
574-00-5,1.2-Dihydroxynaphthalene,,,,,1.7,1.6,0.93,7.29,,10,8,2,0,0,0,0,0,0,0
57-41-0,Phenytoin,,,,,1.71,2.23,0.86,10.236,,15,12,2,2,0,0,0,0,0,0
574-12-9,Isoflavone,,,,,1.77,1.69,0,8.79,,,,,,,,,,,
57-43-2,5-ethyl-5-(3-methylbutyl)barbituric acid,,,,,1.03,1.1,0.59,7.825,,11,18,3,2,0,0,0,0,0,0
